id,generated_id,voted_for,category,voted_id
32324,6vfsef7nwh,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32325,uu0v8t6clf,GODLIVER GORDIAN - JUA KALI,Best Actress,
32326,9vwtteies8,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32327,ygjl953qqm,JUA KALI,Best Series,
32328,kscxd75m6y,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
32329,gybw6kdzh1,GODLIVER GORDIAN - JUA KALI,Best Actress,
32330,7y0jmcnrzy,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32331,pxj1ylpya2,NURU YA MAISHA,Best Feature Film,
32332,4ad85x47bl,JOTI - LUCAS LAZARO,Best Comedian,
32333,0pmyckkc0n,JUA KALI,Best Series,
32334,cphclh68i7,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32335,oxsjwfyvt8,SALUM AHMEDI  - KESHO,Best Actor,
32336,6pgpef82wj,HAIKUFUMA,Best Series,
32337,a5t9jktp3c,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32338,0wawr86zr3,GODLIVER GORDIAN - JUA KALI,Best Actress,
32339,oo0biyua0t,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32340,zapnk7e1s4,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32341,gybw6kdzh1,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32342,j68u3d7dbi,NYARA,Best Feature Film,
32343,lwyq9bps62,NYARA,Best Feature Film,
32344,w4tizji43l,KITIMTIM,Best Comedy,
32345,zs5l1a7l3o,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
32346,trjbr8qpsq,SALUM AHMEDI  - KESHO,Best Actor,
32347,kscxd75m6y,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
32348,ezm6d69dcu,SALUNI YA MAMA KIMBO,Best Comedy,
32349,xsy8gtm4vt,SALUNI YA MAMA KIMBO,Best Comedy,
32350,9vwtteies8,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
32351,p79k5mgs4e,MARIAM RABII - AHADI,Best Actress Audience Choice,
32352,sjjiz9j6tn,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32353,g0vm0idf23,COJACK CHILO (ADAM MBENA) - NYARA,Best Actor Audience Choice,
32354,0digmqv0pg,GODLIVER GORDIAN - JUA KALI,Best Actress,
32355,uu0v8t6clf,KIMBEMBE - SAID ZUBERI,Best Comedian,
32356,qbcrhqy5a3,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32357,vbg7koo68n,JUA KALI,Best Series,
32358,rhpfaepgrt,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32359,6pgpef82wj,JANGA,Best Feature Film,
32360,kscxd75m6y,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
32361,c8p3vlcgn5,HAIKUFUMA,Best Series,
32362,j68u3d7dbi,SALUNI YA MAMA KIMBO,Best Comedy,
32363,zapnk7e1s4,GODLIVER GORDIAN - JUA KALI,Best Actress,
32364,hsc3uh5bsb,AHADI,Best Series,
32365,w4tizji43l,NYARA,Best Feature Film,
32366,dl59l50b7e,GODLIVER GORDIAN - JUA KALI,Best Actress,
32367,9vwtteies8,HAIKUFUMA,Best Series,
32368,av7ffqo4vz,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32369,7y0jmcnrzy,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32370,rhpfaepgrt,MARIAM RABII - AHADI,Best Actress Audience Choice,
32371,1c1ahrnmj3,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32372,rrleha0i28,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32373,a5t9jktp3c,HAIKUFUMA,Best Series,
32374,gybw6kdzh1,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32375,vbg7koo68n,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32376,n6eqnosncw,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32377,kscxd75m6y,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
32378,6pgpef82wj,SALUNI YA MAMA KIMBO,Best Comedy,
32379,4vdhh3xym4,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32380,0digmqv0pg,JOTI - LUCAS LAZARO,Best Comedian,
32381,41ybn4to7r,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32382,7y0jmcnrzy,JUA KALI,Best Series,
32383,iwz6wt49s9,SALUM AHMEDI  - KESHO,Best Actor,
32384,nyuzmjz1f6,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32385,dl59l50b7e,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32386,3w6524cm39,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
32387,vbg7koo68n,OBAMBO,Best Feature Film,
32388,qbcrhqy5a3,SALUNI YA MAMA KIMBO,Best Comedy,
32389,zapnk7e1s4,PILI - GLADNESS KIFALUKA,Best Comedian,
32390,uu0v8t6clf,AHADI,Best Series,
32391,grxp4fi6a6,JAMBO NA VIJIMAMBO,Best Comedy,
32392,w4tizji43l,PASUA KICHWA,Best Series Comedy(online ,
32393,hy5l1w4cpe,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32394,xsy8gtm4vt,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32395,n6eqnosncw,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32396,g0vm0idf23,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32397,1c1ahrnmj3,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32398,6pgpef82wj,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32399,nuegjqvtbf,KIMBEMBE - SAID ZUBERI,Best Comedian,
32400,c8p3vlcgn5,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32401,0pmyckkc0n,KITIMTIM,Best Comedy,
32402,4tvzrcf3vk,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
32403,md7pabdbq9,JOTI - LUCAS LAZARO,Best Comedian,
32404,rrleha0i28,GODLIVER GORDIAN - JUA KALI,Best Actress,
32405,a5t9jktp3c,SALUNI YA MAMA KIMBO,Best Comedy,
32406,kqe29uri5u,PASUA KICHWA,Best Comedy,
32407,9vwtteies8,NYARA,Best Feature Film,
32408,88o4qvnc3g,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32409,av7ffqo4vz,SALUNI YA MAMA KIMBO,Best Comedy,
32410,vbg7koo68n,GODLIVER GORDIAN - JUA KALI,Best Actress,
32411,wfjbm6a6gd,MARRY MTEMI - BANTU,Best Actress Audience Choice,
32412,n6eqnosncw,JUA KALI,Best Series,
32413,z012p4k9j4,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32414,uizfoiaohq,KIMBEMBE - SAID ZUBERI,Best Comedian,
32415,rv48l5srvm,SALUNI YA MAMA KIMBO,Best Comedy,
32416,1c1ahrnmj3,HAIKUFUMA,Best Series,
32417,zs5l1a7l3o,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
32418,grxp4fi6a6,JAMBO NA VIJAMBO,Best Series Comedy(online ,
32419,xsy8gtm4vt,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32420,md7pabdbq9,GODLIVER GORDIAN - JUA KALI,Best Actress,
32421,2o6jjo63ks,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32422,ygjl953qqm,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32423,qbcrhqy5a3,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32424,nyuzmjz1f6,SALUNI YA MAMA KIMBO,Best Comedy,
32425,9vwtteies8,JAMBO NA VIJAMBO,Best Series Comedy(online ,
32426,n6eqnosncw,KITIMTIM,Best Comedy,
32427,yp49nr6hlh,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32428,sd5wifbaie,GODLIVER GORDIAN - JUA KALI,Best Actress,
32429,6pgpef82wj,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32430,rrleha0i28,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32431,qbcrhqy5a3,HAIKUFUMA,Best Series,
32432,nf89fpxg37,GODLIVER GORDIAN - JUA KALI,Best Actress,
32433,9d05gbufxx,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32434,vbg7koo68n,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32435,g0vm0idf23,JOTI - LUCAS LAZARO,Best Comedian,
32436,4tvzrcf3vk,MARIAM ISMAIL - SLAY QUEEN,Best Actress Audience Choice,
32437,xsy8gtm4vt,JUA KALI,Best Series,
32438,uu0v8t6clf,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32439,3w6524cm39,AHADI,Best Series,
32440,9effv9ax3j,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32441,1c1ahrnmj3,SALUNI YA MAMA KIMBO,Best Comedy,
32442,fnnarglgbd,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32443,6pgpef82wj,GODLIVER GORDIAN - JUA KALI,Best Actress,
32444,zapnk7e1s4,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32445,nyuzmjz1f6,KIMBEMBE - SAID ZUBERI,Best Comedian,
32446,w4tizji43l,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32447,vbg7koo68n,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32448,md7pabdbq9,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32449,9vwtteies8,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32450,ygjl953qqm,KITIMTIM,Best Comedy,
32451,1c1ahrnmj3,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32452,qhtop2lrr5,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32453,xsy8gtm4vt,NYARA,Best Feature Film,
32454,n6eqnosncw,GODLIVER GORDIAN - JUA KALI,Best Actress,
32455,w4tizji43l,JOTI - LUCAS LAZARO,Best Comedian,
32456,nyuzmjz1f6,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32457,zapnk7e1s4,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32458,al29q9ubc,SALUM AHMEDI  - KESHO,Best Actor,
32459,8ln2y5ij6e,NURU YA MAISHA,Best Feature Film,
32460,ygjl953qqm,PILI - GLADNESS KIFALUKA,Best Comedian,
32461,qhtop2lrr5,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32462,6pgpef82wj,JOTI - LUCAS LAZARO,Best Comedian,
32463,uu0v8t6clf,MARIAM RABII - AHADI,Best Actress Audience Choice,
32464,sd5wifbaie,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32465,pxj1ylpya2,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
32466,rrleha0i28,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32467,1c1ahrnmj3,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32468,4ad85x47bl,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
32469,kxbpg38szp,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32470,a5t9jktp3c,GODLIVER GORDIAN - JUA KALI,Best Actress,
32471,2o6jjo63ks,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32472,9vwtteies8,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32473,4mtkdqzs5a,SALUM AHMEDI  - KESHO,Best Actor,
32474,6pgpef82wj,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32475,qhtop2lrr5,JUA KALI,Best Series,
32476,vbg7koo68n,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32477,vp2fjox9cf,MARIAM ISMAIL - SLAY QUEEN,Best Actress Audience Choice,
32478,sd5wifbaie,JUA KALI,Best Series,
32479,ygjl953qqm,KITIMTIM,Best Series Comedy(online ,
32480,xsy8gtm4vt,JAMBO NA VIJAMBO,Best Series Comedy(online ,
32481,jc8jqphc3l,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32482,1c1ahrnmj3,GODLIVER GORDIAN - JUA KALI,Best Actress,
32483,2tsfphk8cf,NEST DANIEL- OBAMBO,Best Supporting Actor,
32484,kxbpg38szp,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32485,vp2fjox9cf,GODLIVER GORDIAN - JUA KALI,Best Actress,
32486,j68u3d7dbi,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32487,3w6524cm39,IRENE UWOYA - HAIKUFUMA,Best Actress Audience Choice,
32488,qhtop2lrr5,NYARA,Best Feature Film,
32489,7y0jmcnrzy,GODLIVER GORDIAN - JUA KALI,Best Actress,
32490,nf6fe7z2r2,ALLY SIWILA (BANZO) - JANGA,Best Actor Audience Choice,
32491,6pgpef82wj,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32492,qbcrhqy5a3,NYARA,Best Feature Film,
32493,jc8jqphc3l,KITIMTIM,Best Comedy,
32494,pxj1ylpya2,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
32495,hy5l1w4cpe,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32496,uu0v8t6clf,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32497,sd5wifbaie,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32498,0pmyckkc0n,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32499,ygjl953qqm,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32500,vp2fjox9cf,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32501,4tvzrcf3vk,SALUNI YA MAMA KIMBO,Best Comedy,
32502,a5t9jktp3c,KIMBEMBE - SAID ZUBERI,Best Comedian,
32503,qhtop2lrr5,KITIMTIM,Best Comedy,
32504,jc8jqphc3l,KITIMTIM,Best Series Comedy(online ,
32505,4ad85x47bl,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
32506,uizfoiaohq,AHADI,Best Series,
32507,vp2fjox9cf,JUA KALI,Best Series,
32508,qawwywar2t,SALUM AHMEDI  - KESHO,Best Actor,
32509,ygjl953qqm,GODLIVER GORDIAN - JUA KALI,Best Actress,
32510,9vwtteies8,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32511,xsy8gtm4vt,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32512,s8tnwm819o,HAIKUFUMA,Best Series,
32513,qhtop2lrr5,KITIMTIM,Best Series Comedy(online ,
32514,42oy86vqvn,MARRY MTEMI - BANTU,Best Actress Audience Choice,
32515,uzq0r396tn,COJACK CHILO (ADAM MBENA) - NYARA,Best Actor Audience Choice,
32516,qbcrhqy5a3,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32517,hy5l1w4cpe,JUA KALI,Best Series,
32518,vp2fjox9cf,OBAMBO,Best Feature Film,
32519,jc8jqphc3l,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32520,sd5wifbaie,KIMBEMBE - SAID ZUBERI,Best Comedian,
32521,9vwtteies8,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32522,zs5l1a7l3o,NURU YA MAISHA,Best Feature Film,
32523,1c1ahrnmj3,CHA UROHO - HASSAN KAZO,Best Comedian,
32524,vp2fjox9cf,SALUNI YA MAMA KIMBO,Best Comedy,
32525,qawwywar2t,HAIKUFUMA,Best Series,
32526,4tvzrcf3vk,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32527,xsy8gtm4vt,JOHARI THABITI - MALUPELUPE,Best Actress,
32528,a5t9jktp3c,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32529,0pmyckkc0n,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32530,grxp4fi6a6,JOTI - LUCAS LAZARO,Best Comedian,
32531,6pgpef82wj,YUSUPH MLELA - KESHO,Best Supporting Actor,
32532,vp2fjox9cf,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32533,sd5wifbaie,SALUNI YA MAMA KIMBO,Best Comedy,
32534,25gwuqji3v,SALUM AHMEDI  - KESHO,Best Actor,
32535,dd6r6b561q,SALUM AHMEDI  - KESHO,Best Actor,
32536,qhtop2lrr5,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32537,gybw6kdzh1,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32538,qjj392ozhx,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32539,nklyd7q9rr,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32540,9vwtteies8,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32541,qawwywar2t,SALUNI YA MAMA KIMBO,Best Comedy,
32542,4ad85x47bl,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32543,ygjl953qqm,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
32544,jc8jqphc3l,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32545,qhtop2lrr5,GODLIVER GORDIAN - JUA KALI,Best Actress,
32546,8cnt46wieu,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
32547,vp2fjox9cf,SALUM AHMEDI  - KESHO,Best Actor,
32548,a9h3lzy3hk,MAGEUZI EMMANUEL - JANGA,Best Upcoming Actor,
32549,uzq0r396tn,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32550,qbcrhqy5a3,GODLIVER GORDIAN - JUA KALI,Best Actress,
32551,1c1ahrnmj3,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32552,xsy8gtm4vt,JOTI - LUCAS LAZARO,Best Comedian,
32553,qawwywar2t,KIMBEMBE - SAID ZUBERI,Best Comedian,
32554,aj6xouufoc,JUA KALI,Best Series,
32555,6pgpef82wj,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32556,nklyd7q9rr,SALUNI YA MAMA KIMBO,Best Comedy,
32557,rrleha0i28,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32558,dl43ol32jr,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32559,dd6r6b561q,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32560,djx4hq9fug,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32561,a9h3lzy3hk,JANGA,Best Feature Film,
32562,qhtop2lrr5,PILI - GLADNESS KIFALUKA,Best Comedian,
32563,4tvzrcf3vk,KIMBEMBE - SAID ZUBERI,Best Comedian,
32564,uzq0r396tn,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32565,xsy8gtm4vt,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32566,hy5l1w4cpe,OBAMBO,Best Feature Film,
32567,a5t9jktp3c,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32568,qhtop2lrr5,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32569,a9h3lzy3hk,ALLY SIWILA (BANZO) - JANGA,Best Actor Audience Choice,
32570,rrleha0i28,JUA KALI,Best Series,
32571,ew35ob18k1,SALUM AHMEDI  - KESHO,Best Actor,
32572,a9h3lzy3hk,PETER MWASOMOLA - JANGA,Best Supporting Actor,
32573,1c1ahrnmj3,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
32574,xsy8gtm4vt,YUSUPH MLELA - KESHO,Best Supporting Actor,
32575,luwkrcq7nz,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32576,ygjl953qqm,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32577,qhtop2lrr5,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32578,a9h3lzy3hk,MARY MICKDADY  - JANGA,Best Actress Audience Choice,
32579,p5bltf1i2s,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32580,wfjbm6a6gd,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
32581,wmr9z62z3v,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32582,vp2fjox9cf,KIMBEMBE - SAID ZUBERI,Best Comedian,
32583,aj6xouufoc,KITIMTIM,Best Series Comedy(online ,
32584,djx4hq9fug,JUA KALI,Best Series,
32585,uzq0r396tn,KIMBEMBE - SAID ZUBERI,Best Comedian,
32586,6uxlo863r6,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32587,qhtop2lrr5,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32588,f0wjd0hm0v,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32589,wfjbm6a6gd,JUA KALI,Best Series,
32590,mm18nnxq4j,NURU YA MAISHA,Best Feature Film,
32591,nyuzmjz1f6,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
32592,aj6xouufoc,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32593,bizitj76q6,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32594,uzq0r396tn,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32595,vp2fjox9cf,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32596,6dodcqqtj6,GODLIVER GORDIAN - JUA KALI,Best Actress,
32597,zodrlkjot2,GODLIVER GORDIAN - JUA KALI,Best Actress,
32598,qhtop2lrr5,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32599,rr3c0ymfnu,SELEMAN BARAFU (MUDILEE) - SLAY QUEEN,Best Actor Audience Choice,
32600,nr6u0s69c1,JUA KALI,Best Series,
32601,1306ktesys,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32602,1c1ahrnmj3,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32603,aj6xouufoc,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32604,6uxlo863r6,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32605,uzq0r396tn,NYARA,Best Feature Film,
32606,vp2fjox9cf,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
32607,qbcrhqy5a3,PILI - GLADNESS KIFALUKA,Best Comedian,
32608,zodrlkjot2,JUA KALI,Best Series,
32609,jjtqc1ng60,SALUM AHMEDI  - KESHO,Best Actor,
32610,wx7iykxkou,PASUA KICHWA,Best Comedy,
32611,vp2fjox9cf,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32612,xsy8gtm4vt,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32613,vzekexjelq,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32614,uzq0r396tn,GODLIVER GORDIAN - JUA KALI,Best Actress,
32615,15eh3v8ndf,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32616,8ibsnn1q7l,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32617,6uxlo863r6,JUA KALI,Best Series,
32618,aj6xouufoc,PILI - GLADNESS KIFALUKA,Best Comedian,
32619,vp2fjox9cf,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32620,xr9k9ln15t,AHADI,Best Series,
32621,m6gicml128,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32622,2xlkeox0e4,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32623,qg2p2prnjh,KITIMTIM,Best Series Comedy(online ,
32624,nyuzmjz1f6,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32625,eajmkdunl0,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32626,uzq0r396tn,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32627,e2i649uiw7,GODLIVER GORDIAN - JUA KALI,Best Actress,
32628,6uxlo863r6,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32629,cs5pagw8id,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32630,85wtdh067r,JUA KALI,Best Series,
32631,1c1ahrnmj3,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32632,vzekexjelq,MARIAM ISMAIL - SLAY QUEEN,Best Actress Audience Choice,
32633,aj6xouufoc,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32634,eajmkdunl0,MARIAM RABII - AHADI,Best Actress Audience Choice,
32635,uzq0r396tn,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32636,qbcrhqy5a3,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32637,lp9m1vt6v2,GODLIVER GORDIAN - JUA KALI,Best Actress,
32638,hy5l1w4cpe,SALUNI YA MAMA KIMBO,Best Comedy,
32639,6uxlo863r6,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32640,uizfoiaohq,SALUNI YA MAMA KIMBO,Best Comedy,
32641,vzekexjelq,SLAY QUEEN,Best Series,
32642,4cyspcqk0v,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32643,md7pabdbq9,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32644,eajmkdunl0,AHADI,Best Series,
32645,nyuzmjz1f6,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
32646,aj6xouufoc,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32647,uzq0r396tn,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32648,hy5l1w4cpe,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32649,uuet63au77,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
32650,eajmkdunl0,NYARA,Best Feature Film,
32651,qbcrhqy5a3,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32652,zodrlkjot2,PILI - GLADNESS KIFALUKA,Best Comedian,
32653,vzekexjelq,JAMBO NA VIJIMAMBO,Best Comedy,
32654,42bdstgqzn,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32655,4opdnfeypl,MCHUZI JUU,Best Comedy,
32656,2o60h1z7rq,JUA KALI,Best Series,
32657,mv9atz42wl,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
32658,aj6xouufoc,GODLIVER GORDIAN - JUA KALI,Best Actress,
32659,n6eqnosncw,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32660,eajmkdunl0,KITIMTIM,Best Comedy,
32661,nyuzmjz1f6,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32662,vzekexjelq,JAMBO NA VIJAMBO,Best Series Comedy(online ,
32663,6uxlo863r6,GODLIVER GORDIAN - JUA KALI,Best Actress,
32664,eajmkdunl0,KITIMTIM,Best Series Comedy(online ,
32665,2o6jjo63ks,JOTI - LUCAS LAZARO,Best Comedian,
