id,generated_id,voted_for,category,voted_id
32666,pk7pmc2ulg,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32667,hy5l1w4cpe,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32668,4pkqi1asnz,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32669,6uxlo863r6,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32670,4tvzrcf3vk,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32671,eajmkdunl0,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32672,wx7iykxkou,GODLIVER GORDIAN - JUA KALI,Best Actress,
32673,iwgo2eebp2,CHA UROHO - HASSAN KAZO,Best Comedian,
32674,2o60h1z7rq,SALUNI YA MAMA KIMBO,Best Comedy,
32675,vzekexjelq,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32676,4pkqi1asnz,JUA KALI,Best Series,
32677,awu1h619vp,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32678,pk7pmc2ulg,GODLIVER GORDIAN - JUA KALI,Best Actress,
32679,eajmkdunl0,GODLIVER GORDIAN - JUA KALI,Best Actress,
32680,2o6jjo63ks,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32681,3o9g41iexh,CHRISTINA MRONI - DECISION,Best Actress,
32682,4pkqi1asnz,KITIMTIM,Best Comedy,
32683,v9bxsjhtvs,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32684,vzekexjelq,GODLIVER GORDIAN - JUA KALI,Best Actress,
32685,wdmhh49s9m,GODLIVER GORDIAN - JUA KALI,Best Actress,
32686,4tvzrcf3vk,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32687,f3rp09pqv3,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32688,4pkqi1asnz,KITIMTIM,Best Series Comedy(online ,
32689,pf8mdquhgx,GODLIVER GORDIAN - JUA KALI,Best Actress,
32690,eajmkdunl0,JOTI - LUCAS LAZARO,Best Comedian,
32691,50xg95hht4,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32692,4opdnfeypl,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32693,4v2xpg80uj,GODLIVER GORDIAN - JUA KALI,Best Actress,
32694,4gnhe7yr8l,PILI - GLADNESS KIFALUKA,Best Comedian,
32695,n6eqnosncw,PILI - GLADNESS KIFALUKA,Best Comedian,
32696,xckjto0r4i,JUA KALI,Best Series,
32697,eajmkdunl0,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32698,m6gicml128,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32699,vzekexjelq,CHA UROHO - HASSAN KAZO,Best Comedian,
32700,r1v3wqy547,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32701,awu1h619vp,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32702,y3gv30coz5,JOHN KOKOLO - JANGA,Best Actor,
32703,pk7pmc2ulg,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32704,ecaw9l0l8a,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32705,iwgo2eebp2,JAMBO NA VIJIMAMBO,Best Comedy,
32706,xckjto0r4i,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32707,eajmkdunl0,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32708,4pkqi1asnz,GODLIVER GORDIAN - JUA KALI,Best Actress,
32709,etnmdy8vq2,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32710,jvxgtynkm2,GODLIVER GORDIAN - JUA KALI,Best Actress,
32711,zodrlkjot2,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32712,wwt4i32f98,MARIAM ISMAIL - SLAY QUEEN,Best Actress Audience Choice,
32713,pk7pmc2ulg,JUA KALI,Best Series,
32714,yfef6hk9vj,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32715,4pkqi1asnz,JOTI - LUCAS LAZARO,Best Comedian,
32716,vtknh17hpq,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32717,ecaw9l0l8a,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32718,oc3kydw6eg,KIMBEMBE - SAID ZUBERI,Best Comedian,
32719,eajmkdunl0,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32720,npgq8pr5o8,GODLIVER GORDIAN - JUA KALI,Best Actress,
32721,vzekexjelq,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32722,4rt94ncjsh,SLAY QUEEN,Best Series,
32723,pk7pmc2ulg,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32724,a1oyrqmcur,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
32725,m6gicml128,SLAY QUEEN,Best Series,
32726,b3ta8rrhyz,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
32727,9o7s5gwrcg,GODLIVER GORDIAN - JUA KALI,Best Actress,
32728,mm18nnxq4j,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
32729,xckjto0r4i,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32730,2wtmygeiue,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32731,rv3zpb9umf,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32732,7tdxsts8dh,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32733,pf8mdquhgx,KITIMTIM,Best Comedy,
32734,eajmkdunl0,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32735,5jyjpbd0it,KIMBEMBE - SAID ZUBERI,Best Comedian,
32736,awu1h619vp,JUA KALI,Best Series,
32737,2o60h1z7rq,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32738,m6gicml128,OBAMBO,Best Feature Film,
32739,gsjrs2jdcp,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32740,t24gr9zf3f,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32741,4gnhe7yr8l,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32742,4rt94ncjsh,KITIMTIM,Best Series Comedy(online ,
32743,y2cju9loup,NURU YA MAISHA,Best Feature Film,
32744,60g8im4a83,MARRY MTEMI - BANTU,Best Actress Audience Choice,
32745,6sb7qy27vj,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
32746,xckjto0r4i,KITIMTIM,Best Comedy,
32747,5jyjpbd0it,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32748,a1oyrqmcur,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32749,vzekexjelq,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32750,ecaw9l0l8a,GODLIVER GORDIAN - JUA KALI,Best Actress,
32751,qlt9cx0vt4,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32752,pk7pmc2ulg,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32753,hy5l1w4cpe,GODLIVER GORDIAN - JUA KALI,Best Actress,
32754,bdzrsxg2w9,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32755,m6gicml128,KITIMTIM,Best Comedy,
32756,2o6jjo63ks,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32757,y4drv88jpt,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32758,oc3kydw6eg,HAIKUFUMA,Best Series,
32759,uuet63au77,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
32760,ubcjb8mlpq,SALUM AHMEDI  - KESHO,Best Actor,
32761,2o60h1z7rq,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32762,t24gr9zf3f,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32763,xckjto0r4i,KITIMTIM,Best Series Comedy(online ,
32764,vzi19o4pjt,CHRISTINA MRONI - DECISION,Best Actress,
32765,pk7pmc2ulg,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32766,gsjrs2jdcp,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32767,t24gr9zf3f,JUA KALI,Best Series,
32768,7tdxsts8dh,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32769,60g8im4a83,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32770,m6gicml128,KITIMTIM,Best Series Comedy(online ,
32771,9o7s5gwrcg,MARRY MTEMI - BANTU,Best Actress Audience Choice,
32772,5jyjpbd0it,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32773,awu1h619vp,SALUNI YA MAMA KIMBO,Best Comedy,
32774,3o9g41iexh,JUA KALI,Best Series,
32775,a1oyrqmcur,JUA KALI,Best Series,
32776,cxcaeldy4j,CHRISTINA MRONI - DECISION,Best Actress,
32777,pk7pmc2ulg,PILI - GLADNESS KIFALUKA,Best Comedian,
32778,t24gr9zf3f,JANGA,Best Feature Film,
32779,mm18nnxq4j,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
32780,ecaw9l0l8a,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32781,vtum9uogke,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32782,xckjto0r4i,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32783,lhdzwg2nod,NURU YA MAISHA,Best Feature Film,
32784,w5a8w1a0r5,UGONJWA WA KIFO,Best Feature Film,
32785,mwwoydsrmv,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
32786,7y0jmcnrzy,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32787,t24gr9zf3f,SALUNI YA MAMA KIMBO,Best Comedy,
32788,xckjto0r4i,GODLIVER GORDIAN - JUA KALI,Best Actress,
32789,awu1h619vp,KITIMTIM,Best Series Comedy(online ,
32790,gsjrs2jdcp,HAIKUFUMA,Best Series,
32791,oc3kydw6eg,HILLARY MTUTA (ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
32792,t24gr9zf3f,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32793,qxjdxkgsoj,GODLIVER GORDIAN - JUA KALI,Best Actress,
32794,a1oyrqmcur,SALUNI YA MAMA KIMBO,Best Comedy,
32795,jqtrpc2fqg,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32796,mwwoydsrmv,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32797,xckjto0r4i,PILI - GLADNESS KIFALUKA,Best Comedian,
32798,dqam762xf7,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32799,qxjdxkgsoj,PILI - GLADNESS KIFALUKA,Best Comedian,
32800,cxcaeldy4j,KITIMTIM,Best Comedy,
32801,54srh62wr3,SELEMAN BARAFU (MUDILEE) - SLAY QUEEN,Best Actor Audience Choice,
32802,a1oyrqmcur,JAMBO NA VIJAMBO,Best Series Comedy(online ,
32803,t24gr9zf3f,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32804,uizfoiaohq,KITIMTIM,Best Series Comedy(online ,
32805,c6r0otxnop,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32806,gsjrs2jdcp,NYARA,Best Feature Film,
32807,mm18nnxq4j,SLAY QUEEN,Best Series,
32808,t24gr9zf3f,GODLIVER GORDIAN - JUA KALI,Best Actress,
32809,w5a8w1a0r5,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32810,kai4lgaw13,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32811,jqtrpc2fqg,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32812,1lvi9l92cy,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32813,pv5tqtvd1v,SALUNI YA MAMA KIMBO,Best Comedy,
32814,mwwoydsrmv,JUA KALI,Best Series,
32815,17yet1pbiq,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32816,xckjto0r4i,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
32817,54srh62wr3,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32818,8zk82zxodn,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
32819,t24gr9zf3f,JOTI - LUCAS LAZARO,Best Comedian,
32820,cxcaeldy4j,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32821,jqtrpc2fqg,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32822,edl2ac7tcl,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32823,gsjrs2jdcp,SALUNI YA MAMA KIMBO,Best Comedy,
32824,4rt94ncjsh,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32825,mwwoydsrmv,NYARA,Best Feature Film,
32826,b5rq0pxwgr,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
32827,51ywdik4dc,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32828,uhldu3a864,SALUM AHMEDI  - KESHO,Best Actor,
32829,dsgno9jbk7,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32830,r0uhsgyfbb,CHRISTINA MRONI - DECISION,Best Actress,
32831,xmb66wk9cz,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
32832,t24gr9zf3f,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
32833,4umel8m2ae,SALUNI YA MAMA KIMBO,Best Comedy,
32834,17yet1pbiq,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32835,xckjto0r4i,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32836,pv5tqtvd1v,KIMBEMBE - SAID ZUBERI,Best Comedian,
32837,gsjrs2jdcp,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32838,54srh62wr3,JUA KALI,Best Series,
32839,cxcaeldy4j,JOTI - LUCAS LAZARO,Best Comedian,
32840,mwwoydsrmv,SALUNI YA MAMA KIMBO,Best Comedy,
32841,wwruhkrwji,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
32842,oc3kydw6eg,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32843,jqtrpc2fqg,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32844,51ywdik4dc,JUA KALI,Best Series,
32845,4rt94ncjsh,JOTI - LUCAS LAZARO,Best Comedian,
32846,m6gicml128,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32847,mn9mfsh2j9,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32848,54srh62wr3,NYARA,Best Feature Film,
32849,a1oyrqmcur,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32850,edl2ac7tcl,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32851,ojo0wf4x7k,SALUM AHMEDI  - KESHO,Best Actor,
32852,mwwoydsrmv,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32853,xckjto0r4i,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32854,w5a8w1a0r5,TISHI ABDALLAH - KESHO,Best Actress,
32855,jqtrpc2fqg,GODLIVER GORDIAN - JUA KALI,Best Actress,
32856,vpyvlj8cda,JOTI - LUCAS LAZARO,Best Comedian,
32857,17yet1pbiq,JUA KALI,Best Series,
32858,vq36t4oob9,MARIAM RABII - AHADI,Best Actress Audience Choice,
32859,rf6vq3fta1,JUA KALI,Best Series,
32860,x5jw0ny205,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32861,173sqcdwds,KIMBEMBE - SAID ZUBERI,Best Comedian,
32862,fbu7bsqq6q,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32863,uffo51rqnr,SALUNI YA MAMA KIMBO,Best Comedy,
32864,4rt94ncjsh,SALUM AHMEDI  - KESHO,Best Actor,
32865,a1oyrqmcur,GODLIVER GORDIAN - JUA KALI,Best Actress,
32866,dyaoqce8kr,MARIAM RABII - AHADI,Best Actress Audience Choice,
32867,54srh62wr3,KITIMTIM,Best Comedy,
32868,w5a8w1a0r5,KIMBEMBE - SAID ZUBERI,Best Comedian,
32869,4a9r5zniwz,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32870,gsjrs2jdcp,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32871,x5jw0ny205,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32872,m6gicml128,GODLIVER GORDIAN - JUA KALI,Best Actress,
32873,vpyvlj8cda,GODLIVER GORDIAN - JUA KALI,Best Actress,
32874,51ywdik4dc,SALUNI YA MAMA KIMBO,Best Comedy,
32875,4umel8m2ae,KIMBEMBE - SAID ZUBERI,Best Comedian,
32876,54srh62wr3,KITIMTIM,Best Series Comedy(online ,
32877,x5jw0ny205,JUA KALI,Best Series,
32878,yc10wxbxqt,MCHUZI JUU,Best Comedy,
32879,oc3kydw6eg,SADAM NAWANDA - HAIKUFUMA,Best Actor,
32880,h3hjq7rbwo,JOTI - LUCAS LAZARO,Best Comedian,
32881,uffo51rqnr,KIMBEMBE - SAID ZUBERI,Best Comedian,
32882,x5jw0ny205,NYARA,Best Feature Film,
32883,jqtrpc2fqg,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32884,51ywdik4dc,GODLIVER GORDIAN - JUA KALI,Best Actress,
32885,ulb5efzaiu,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32886,mwwoydsrmv,SALUM AHMEDI  - KESHO,Best Actor,
32887,54srh62wr3,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32888,qxjdxkgsoj,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32889,1tjf7276oz,JUA KALI,Best Series,
32890,gsjrs2jdcp,GODLIVER GORDIAN - JUA KALI,Best Actress,
32891,se01t003ix,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
32892,42bdstgqzn,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32893,c6r0otxnop,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32894,84gs5r0q92,JUA KALI,Best Series,
32895,51ywdik4dc,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32896,edl2ac7tcl,GODLIVER GORDIAN - JUA KALI,Best Actress,
32897,w5a8w1a0r5,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32898,f4lld1s7yj,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32899,vpyvlj8cda,JUA KALI,Best Series,
32900,x5jw0ny205,SALUNI YA MAMA KIMBO,Best Comedy,
32901,mwwoydsrmv,GODLIVER GORDIAN - JUA KALI,Best Actress,
32902,54srh62wr3,GODLIVER GORDIAN - JUA KALI,Best Actress,
32903,uffo51rqnr,GODLIVER GORDIAN - JUA KALI,Best Actress,
32904,rf6vq3fta1,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32905,vn9qbek03w,SALUM AHMEDI  - KESHO,Best Actor,
32906,yc10wxbxqt,JOHARI THABITI - MALUPELUPE,Best Actress,
32907,84gs5r0q92,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32908,tqb8nplnih,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
32909,51ywdik4dc,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32910,54srh62wr3,PILI - GLADNESS KIFALUKA,Best Comedian,
32911,x5jw0ny205,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32912,vtum9uogke,JUA KALI,Best Series,
32913,1ms66t0nl9,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
32914,oc3kydw6eg,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32915,jqtrpc2fqg,JANGA,Best Feature Film,
32916,1tjf7276oz,KITIMTIM,Best Comedy,
32917,uffo51rqnr,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32918,84gs5r0q92,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32919,m6gicml128,JOTI - LUCAS LAZARO,Best Comedian,
32920,rf6vq3fta1,GODLIVER GORDIAN - JUA KALI,Best Actress,
32921,yc10wxbxqt,AHADI,Best Series,
32922,gsjrs2jdcp,KIMBEMBE - SAID ZUBERI,Best Comedian,
32923,bglryhu7jr,SALUNI YA MAMA KIMBO,Best Comedy,
32924,x5jw0ny205,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32925,8zk82zxodn,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
32926,jqtrpc2fqg,SALUNI YA MAMA KIMBO,Best Comedy,
32927,bcc6bmwf5v,SALUM AHMEDI  - KESHO,Best Actor,
32928,mn9mfsh2j9,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32929,54srh62wr3,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
32930,vtum9uogke,SALUNI YA MAMA KIMBO,Best Comedy,
32931,c6r0otxnop,JUA KALI,Best Series,
32932,wqxepo0vkx,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32933,8iij3y9d1j,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32934,h3hjq7rbwo,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
32935,6bas44u685,HAIKUFUMA,Best Series,
32936,jqtrpc2fqg,JUA KALI,Best Series,
32937,gsjrs2jdcp,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32938,1tjf7276oz,GODLIVER GORDIAN - JUA KALI,Best Actress,
32939,ev0g6rfmd,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
32940,oc3kydw6eg,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32941,x5jw0ny205,GODLIVER GORDIAN - JUA KALI,Best Actress,
32942,mwwoydsrmv,KIMBEMBE - SAID ZUBERI,Best Comedian,
32943,mgoo545vh7,CHA UROHO - HASSAN KAZO,Best Comedian,
32944,vtum9uogke,GODLIVER GORDIAN - JUA KALI,Best Actress,
32945,84gs5r0q92,GODLIVER GORDIAN - JUA KALI,Best Actress,
32946,1ms66t0nl9,JUA KALI,Best Series,
32947,54srh62wr3,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32948,h3hjq7rbwo,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32949,x5jw0ny205,PILI - GLADNESS KIFALUKA,Best Comedian,
32950,uffo51rqnr,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32951,m6gicml128,MAGEUZI EMMANUEL - JANGA,Best Upcoming Actor,
32952,gsjrs2jdcp,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32953,54srh62wr3,YUSUPH MLELA - KESHO,Best Supporting Actor,
32954,vtum9uogke,KIMBEMBE - SAID ZUBERI,Best Comedian,
32955,84gs5r0q92,PILI - GLADNESS KIFALUKA,Best Comedian,
32956,24rvmtrueu,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32957,jqtrpc2fqg,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32958,w5a8w1a0r5,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32959,54srh62wr3,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
32960,mgoo545vh7,SALUNI YA MAMA KIMBO,Best Comedy,
32961,gf598sls3d,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32962,th2u3gx8u6,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32963,mwwoydsrmv,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32964,h3hjq7rbwo,TISHI ABDALLAH - KESHO,Best Actress,
32965,cfs7dm4xto,JOHARI THABITI - MALUPELUPE,Best Actress,
32966,ryag0g7fgv,NURU YA MAISHA,Best Feature Film,
32967,x5jw0ny205,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
32968,gaprya5hjd,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
32969,rf6vq3fta1,KITIMTIM,Best Series Comedy(online ,
32970,gsjrs2jdcp,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
32971,2o60h1z7rq,GODLIVER GORDIAN - JUA KALI,Best Actress,
32972,x5jw0ny205,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
32973,l1hjqadnk8,GODLIVER GORDIAN - JUA KALI,Best Actress,
32974,84gs5r0q92,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32975,5e5ncqyv8l,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
32976,bglryhu7jr,ALLY SIWILA (BANZO) - JANGA,Best Actor Audience Choice,
32977,x5jw0ny205,YUSUPH MLELA - KESHO,Best Supporting Actor,
32978,6mv069mqbj,GODLIVER GORDIAN - JUA KALI,Best Actress,
32979,th2u3gx8u6,AHADI,Best Series,
32980,4l6fxq63ty,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
32981,nefeho9zd3,HAIKUFUMA,Best Series,
32982,x5jw0ny205,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
32983,mwwoydsrmv,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
32984,ev0g6rfmd,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
32985,mgoo545vh7,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32986,oc3kydw6eg,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32987,h3hjq7rbwo,SALUM AHMEDI  - KESHO,Best Actor,
32988,th2u3gx8u6,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
32989,wgw7npk1tg,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
32990,itlpqtegen,MARIA MDEE A.K.A MIMI MARS - JUA KALI,Best Actress Audience Choice,
32991,rf6vq3fta1,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
32992,mm2oawnbwx,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
32993,gsjrs2jdcp,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
32994,nhypv61glc,JUA KALI,Best Series,
32995,kpa0hgvvg4,ROSE NDAUKA - NYARA,Best Actress Audience Choice,
